OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
2347,2347,391,218,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2348,2348,819,218,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2349,2349,12,218,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2350,2350,20312,219,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2351,2351,565,219,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2352,2352,992,219,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2353,2353,883,219,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2354,2354,8499,219,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2355,2355,3269,219,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2356,2356,189,219,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2357,2357,303,219,1605,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2358,2358,1406,217,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2359,2359,1861,217,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2360,2360,1129,217,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2361,2361,1888,217,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2362,2362,170,217,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2363,2363,6,219,1607,50,50  Northern Lakes and Forests,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2364,2364,653,217,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2365,2365,148440,221,1629,50,50  Northern Lakes and Forests,14072_41_50_51,Laurentian Pine-Oak Barrens-Jack Pine,25,46,18,8.000000000000000
2366,2366,141,1095,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2367,2367,8367,1095,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2368,2368,1596,1094,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2369,2369,796,1095,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2370,2370,13596,1094,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2371,2371,117,1095,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2372,2372,3911,1094,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2373,2373,35,1095,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2374,2374,7,1095,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2375,2375,102,1095,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2376,2376,24,1095,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2377,2377,4,1095,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2378,2378,4,1095,1990,82,82  Acadian Plains and Hills,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,3351,1795,4331,916.000000000000000
2379,2379,704,1094,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2380,2380,40,1097,1979,82,82  Acadian Plains and Hills,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4.000000000000000
2381,2381,325,1094,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2382,2382,399,1094,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2383,2383,28,1094,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2384,2384,7,1094,1990,82,82  Acadian Plains and Hills,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,3351,1795,4331,916.000000000000000
2385,2385,29,1094,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2386,2386,86,1094,1982,82,82  Acadian Plains and Hills,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48.000000000000000
2387,2387,57,1094,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2388,2388,39,1093,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2389,2389,959,1093,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2390,2390,432,1092,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2391,2391,23,1092,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2392,2392,84,1093,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2393,2393,1791,1091,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2394,2394,25,1092,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2395,2395,1,1093,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2396,2396,12,1091,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2397,2397,64,1091,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2398,2398,12,1093,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2399,2399,198,1091,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2400,2400,39,1091,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2401,2401,3,1091,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2402,2402,103,1091,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2403,2403,4,1091,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2404,2404,38,1091,1993,82,82  Acadian Plains and Hills,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2405,2405,1662,1090,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2406,2406,3516,1090,1982,82,82  Acadian Plains and Hills,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,309,447,65,48.000000000000000
2407,2407,14226,1090,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2408,2408,59,1090,1979,82,82  Acadian Plains and Hills,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,48,44,4,4.000000000000000
2409,2409,3577,1089,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2410,2410,188,1089,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2411,2411,17,1089,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2412,2412,137,1089,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2413,2413,108,1089,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2414,2414,11849,1090,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2415,2415,914,1090,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2416,2416,28,1089,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2417,2417,1,1249,809,9,9  Eastern Cascades Slopes and Foothills,10411_1_7,North Pacific Mountain Hemlock Forest-Wet,10910,5135,NA,3461.000000000000000
2418,2418,113400,22,420,11,11  Blue Mountains,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,401,340,NA,184.000000000000000
2419,2419,17,27,467,16,16  Idaho Batholith,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,228,NA,NA,228.000000000000000
2420,2420,315,27,478,16,16  Idaho Batholith,11440_12_16_19_28,Rocky Mountain Alpine Turf,207,NA,NA,207.000000000000000
2421,2421,221800,31,459,17,17  Middle Rockies,10460_10_19_20,Northern Rocky Mountain Subalpine Woodland and Parkland,401,340,NA,184.000000000000000
2422,2422,17191,31,452,17,17  Middle Rockies,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
2423,2423,25,31,458,17,17  Middle Rockies,10453_10_19,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir,223,106,NA,72.000000000000000
2424,2424,149967,31,31,17,17  Middle Rockies,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2425,2425,856,31,467,17,17  Middle Rockies,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,228,NA,NA,228.000000000000000
2426,2426,88,31,451,17,17  Middle Rockies,10010,Inter-Mountain Basins Sparsely Vegetated Systems,NA,NA,NA,0.000000000000000
2427,2427,13,177,467,43,43  Northwestern Great Plains,10700_10_19_28,Rocky Mountain Alpine Dwarf-Shrubland,228,NA,NA,228.000000000000000
2428,2428,2,31,466,17,17  Middle Rockies,10620_10_19_21_29_31,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,286,151,232,69.000000000000000
2429,2429,1537,216,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2430,2430,1687,216,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2431,2431,2597,216,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2432,2432,267,216,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2433,2433,1668,216,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2434,2434,10,218,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2435,2435,1670,216,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2436,2436,882,215,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2437,2437,3634,215,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2438,2438,516,215,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2439,2439,1033,215,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2440,2440,349,215,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2441,2441,11,215,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2442,2442,142,214,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2443,2443,4326,214,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2444,2444,1785,214,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2445,2445,607,214,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2446,2446,1542,214,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2447,2447,58,212,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2448,2448,1100,212,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2449,2449,3849,214,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2450,2450,491,214,1605,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2451,2451,1076,213,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2452,2452,18,214,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2453,2453,21,212,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2454,2454,12,212,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2455,2455,3617,213,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2456,2456,360,213,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2457,2457,321,213,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2458,2458,24,210,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2459,2459,499,210,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2460,2460,513,210,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2461,2461,1365,213,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2462,2462,99,210,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2463,2463,53,210,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2464,2464,62,210,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2465,2465,2,212,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2466,2466,9,213,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2467,2467,2,210,2724,50,50  Northern Lakes and Forests,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,NA,40,34.000000000000000
2468,2468,4,210,31,50,50  Northern Lakes and Forests,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2469,2469,607,209,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2470,2470,15595,209,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2471,2471,646,209,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2472,2472,1621880,221,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2473,2473,731,209,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2474,2474,3663,209,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2475,2475,1,209,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2476,2476,3,217,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2477,2477,103,219,31,50,50  Northern Lakes and Forests,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2478,2478,215,219,2724,50,50  Northern Lakes and Forests,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,NA,40,34.000000000000000
2479,2479,4270,211,11,50,50  Northern Lakes and Forests,NA,Open Water,NA,NA,NA,0.000000000000000
2480,2480,28767,211,1589,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2481,2481,948,211,1596,50,50  Northern Lakes and Forests,13651_40_41_50,Boreal White Spruce-Fir-Hardwood Forest-Inland,250,1468,NA,213.000000000000000
2482,2482,7768,211,1588,50,50  Northern Lakes and Forests,13022_41_50_51,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,2040,NA,NA,2040.000000000000000
2483,2483,668,211,1610,50,50  Northern Lakes and Forests,14810_41_50_51_63,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,989,NA,NA,989.000000000000000
2484,2484,549,211,2724,50,50  Northern Lakes and Forests,13622_41_50,Laurentian-Acadian Northern Pine(-Oak) Forest-Pine Dominated,230,NA,40,34.000000000000000
2485,2485,2285,211,1597,50,50  Northern Lakes and Forests,13652_41,Boreal White Spruce-Fir-Hardwood Forest-Coastal,939,1147,NA,516.000000000000000
2486,2486,204,211,1608,50,50  Northern Lakes and Forests,14770_40_41_50_51,Boreal Acidic Peatland Systems,716,NA,123,105.000000000000000
2487,2487,1192,211,1605,50,50  Northern Lakes and Forests,14440_41_50_51,Eastern Boreal Floodplain,NA,581,312,203.000000000000000
2488,2488,2,211,1607,50,50  Northern Lakes and Forests,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2489,2489,1,211,1613,50,50  Northern Lakes and Forests,14940_41_50_51,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,18,NA,NA,18.000000000000000
2490,2490,189,1089,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2491,2491,35,1089,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2492,2492,1375,1090,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2493,2493,279,1090,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2494,2494,1,1089,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2495,2495,482,1090,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2496,2496,644,1089,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2497,2497,40,1090,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2498,2498,286,1090,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2499,2499,102,1090,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2500,2500,32,1090,1987,82,82  Acadian Plains and Hills,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,580,NA,NA,580.000000000000000
2501,2501,2,1090,31,82,82  Acadian Plains and Hills,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
2502,2502,3,1089,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2503,2503,649,1088,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2504,2504,1434,1088,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2505,2505,448,1088,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2506,2506,37,1088,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2507,2507,7,1088,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2508,2508,6,1088,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2509,2509,4,1088,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2510,2510,2,1088,1996,82,82  Acadian Plains and Hills,14800_46_56_58_60_64,Gulf and Atlantic Coastal Plain Swamp Systems,NA,NA,221,221.000000000000000
2511,2511,2,1088,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2512,2512,1,1088,1978,82,82  Acadian Plains and Hills,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,983,NA,NA,983.000000000000000
2513,2513,5,1090,1993,82,82  Acadian Plains and Hills,14750_41_50_51_63_64,Laurentian-Acadian Floodplain Systems,NA,435,68,59.000000000000000
2514,2514,2673,1087,11,82,82  Acadian Plains and Hills,NA,Open Water,NA,NA,NA,0.000000000000000
2515,2515,77775,1087,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
2516,2516,3188,1087,1983,82,82  Acadian Plains and Hills,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,482,998,289,153.000000000000000
2517,2517,5578,1087,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2518,2518,1507,1087,1997,82,82  Acadian Plains and Hills,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,508,NA,NA,508.000000000000000
2519,2519,1899,1087,1994,82,82  Acadian Plains and Hills,14770_63_64_65_66,Boreal Acidic Peatland Systems,935,NA,170,144.000000000000000
2520,2520,4327,1087,1999,82,82  Acadian Plains and Hills,15260_64_65_66,Laurentian-Acadian Swamp Systems,1011,NA,NA,1011.000000000000000
2521,2521,1095,1087,1998,82,82  Acadian Plains and Hills,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,792,NA,NA,792.000000000000000
2522,2522,69,1087,1995,82,82  Acadian Plains and Hills,14790_60_61_63_64_65,Central Interior and Appalachian Swamp Systems,1011,NA,1353,578.000000000000000
2523,2523,21,1087,1991,82,82  Acadian Plains and Hills,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,10,17,NA,6.000000000000000
2524,2524,4,1087,1984,82,82  Acadian Plains and Hills,13690_60_61_63_64_65,Central Appalachian Dry Oak-Pine Forest,182,463,15,14.000000000000000
2525,2525,91,1086,1988,82,82  Acadian Plains and Hills,13770_60_61_63_64_65,Central Appalachian Pine-Oak Rocky Woodland,412,384,4645,190.000000000000000
2526,2526,1212,1086,1986,82,82  Acadian Plains and Hills,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1127,NA,NA,1127.000000000000000
