OID_,Value,Count,EPA_L3_R,LC16_BPS_200,US_L3CODE,L3_KEY,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR
15060,15060,111,582,1515,73,73  Mississippi Alluvial Plain,14900_37_98,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,11,NA,NA,11.000000000000000
15061,15061,15,582,11,73,73  Mississippi Alluvial Plain,NA,Open Water,NA,NA,NA,0.000000000000000
15062,15062,2,844,1318,75,75  Southern Coastal Plain,13360_56,Southwest Florida Coastal Strand and Maritime Hammock,NA,455,10,10.000000000000000
15063,15063,40,133,1723,31,31  Southern Texas Plains,13080_32_35,Crosstimbers Oak Forest and Woodland,158,93,5,5.000000000000000
15064,15064,11,133,1719,31,31  Southern Texas Plains,11480_34_35,Western Great Plains Sand Prairie,13,NA,NA,13.000000000000000
15065,15065,9,578,31,73,73  Mississippi Alluvial Plain,NA,Barren-Rock/Sand/Clay,NA,NA,NA,0.000000000000000
15066,15066,618,578,11,73,73  Mississippi Alluvial Plain,NA,Open Water,NA,NA,NA,0.000000000000000
15067,15067,392,575,11,73,73  Mississippi Alluvial Plain,NA,Open Water,NA,NA,NA,0.000000000000000
15068,15068,3128,571,11,73,73  Mississippi Alluvial Plain,NA,Open Water,NA,NA,NA,0.000000000000000
15069,15069,4826,570,11,73,73  Mississippi Alluvial Plain,NA,Open Water,NA,NA,NA,0.000000000000000
15070,15070,1487,570,1515,73,73  Mississippi Alluvial Plain,14900_37_98,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,11,NA,NA,11.000000000000000
