epa_value,bps_model,mfri_all,count
879,11120_4_5,11,397
879,11130_4,13,386
879,11140_4_5,12,1559
879,11180_4,16,1
879,11280_2_3_4,110,304
879,11290_4_5,4,9357
879,11520_4_5,43,3923
880,10140_4_5,8,7432
880,10430_5,9,14
880,10870_4_6_12_13_14_15_17_24_25,329,16
880,10920_4,150,326
880,10970_4_5,79,27
880,11050_4_5,50,1976
880,11080_4_5_13_14_15_24_25,81,3824
880,11120_4_5,11,2
880,11140_4_5,12,47383
880,11280_2_3_4,110,191
880,11290_4_5,4,671
880,11520_4_5,43,11
880,11550_4,23,1
881,10430_5,9,5
881,10920_4,150,73
881,11050_4_5,50,692
881,11080_4_5_13_14_15_24_25,81,9431
881,11120_4_5,11,17
881,11290_4_5,4,169
882,10110_6_10_12_17_18_19,31,47370
882,10110_9,27,31246
882,10120_17_18_21,51,943
882,10160_17,126,2
882,10170_6_7_8_9_12_18,169,17599
882,10190_6_7_9_12_16_17_18_19,440,109890
882,10200_6_9_12_17,143,22
882,10450_1_7_8_9,22,1919
882,10460_18,41,341
882,10520_17,33,27
882,10520_18,33,13
882,10531_1_7_8_9,14,127
882,10532_7_9,47,869
882,10550_17,174,5
882,10550_18,139,275
882,10570_18,142,406
882,10610_18,28,4559
882,10610_8_9_17,27,49
882,10620_6_12_17_18,69,12320
882,10620_7_9,77,4709
882,10640_15_16_17_23_24_27_28,79,9
882,10650_1_8_9_10,253,32843
882,10790_6_9_10_12_16_17_18,84,10871131
882,10800_1_7_8_9,101,111930
882,10803_6_12_15_16_17_18_23_24_25,151,371957
882,10804_6_12_15_16_17_18_23_24_25,120,1683417
882,10810_18_19_21,1140,18852
882,10810_6_12_13_17,1978,61538
882,10810_7_8_9,698,390136
882,10820_12_15_16_17_23_24,815,9
882,10860_13_16_17_18_21_23,22,3736
882,11040_17,50,17
882,11060_1_8_9,41,668
882,11060_18,44,133
882,11070_17,39,2
882,11150_17,186,6016
882,11230_1_7_8_9,39,365356
882,11230_10_18,50,5
882,11240_1_7_8_9,222,47361
882,11240_10_12_17_18_19_21,201,3115
882,11250_1_7_8_9_10_19,59,6701481
882,11250_6_12_13_15_16_17_18_23_24_25_28,117,13504074
882,11260_1_7_8_9_10_19,31,803466
882,11260_6_12_17_18_28,49,926581
882,11270_10_12_13_17_18,225,105274
882,11270_7_8_9,212,33
882,11350_7_8_9_10_12_17_18,81,40582
882,11390_8_9,35,29
882,11440_12_16_19_28,207,1
882,11530_6_10_12_13_17_18_19_21,1024,120932
882,11530_7_8_9,1019,664123
882,11540_1_7_8_9,99,25216
882,11540_18,174,354939
882,11540_6_12_16_17,378,151492
882,11590_12_17,379,5667
882,11590_18,174,129954
882,11590_8_9,50,118893
882,11600_12_17,61,235
882,11600_18,42,82201
882,11600_8_9,80,14646
882,11650_9,18,4382
882,11660_9_10_19,27,6
883,10110_16_23_24,27,459
883,10110_21,110,189265
883,10110_6_10_12_17_18_19,31,629318
883,10120_16_27,51,29954
883,10120_17_18_21,51,214947
883,10160_16_23_24_25,127,164
883,10160_17,126,35
883,10170_6_7_8_9_12_18,169,436
883,10190_6_7_9_12_16_17_18_19,440,800092
883,10200_6_9_12_17,143,173
883,10460_18,41,651
883,10490_19_20_21_23_28_29,385,838
883,10500_18,122,6897
883,10510_15_16_17_22_23_24_25,11,666
883,10510_18_21,11,15641
883,10520_16_23_24,33,514
883,10520_17,33,14715
883,10520_18,33,49155
883,10550_16_23_24,208,15
883,10550_17,174,60
883,10550_18,139,17068
883,10550_21_22,333,6265
883,10560_18,140,427
883,10560_21_22,291,169
883,10570_18,142,10388
883,10610_18,28,163940
883,10610_8_9_17,27,5981
883,10611_16_23_24,10,2
883,10612_16_23,32,2
883,10620_10_19_21_29_31,69,60
883,10620_16_23,64,1127
883,10620_6_12_17_18,69,136789
883,10790_6_9_10_12_16_17_18,84,3058839
883,10801_21_22_28,72,17
883,10803_6_12_15_16_17_18_23_24_25,151,10368
883,10804_6_12_15_16_17_18_23_24_25,120,541754
883,10810_18_19_21,1140,5203
883,10810_6_12_13_17,1978,20379
883,10820_12_15_16_17_23_24,815,5
883,10860_13_16_17_18_21_23,22,5138
883,11020_13_15_16_23_24,65,120
883,11030_6_7_12_13_16_17_23,50,11
883,11040_17,50,19
883,11060_18,44,88158
883,11060_20_21_29,79,786
883,11070_17,39,195
883,11071_16,42,7466
883,11072_16,39,6918
883,11150_17,186,29045
883,11150_21_22,64,17
883,11230_10_18,50,583
883,11240_10_12_17_18_19_21,201,16442
883,11250_6_12_13_15_16_17_18_23_24_25_28,117,1259054
883,11260_21,50,388089
883,11260_6_12_17_18_28,49,5869884
883,11261_16_23_24,49,45410
883,11262_16_23,219,101
883,11270_10_12_13_17_18,225,18679
883,11270_16_23_24_25,105,3681
883,11270_21,217,1
883,11350_7_8_9_10_12_17_18,81,3946
883,11390_21,32,83
883,11450_17,40,38
883,11450_21,40,6
883,11460_15_16_23_24_25_28,10,3414
883,11530_6_10_12_13_17_18_19_21,1024,5987
883,11540_18,174,330236
883,11540_6_12_16_17,378,62938
883,11590_12_17,379,14384
883,11590_16_23_24_26,61,4287
883,11590_18,174,246091
883,11590_21,180,14143
883,11600_12_17,61,1
883,11600_16,61,463
883,11600_18,42,88193
883,11600_21,299,27736
883,11610_21,401,1292
883,11660_21,40,38312
884,10110_21,110,211766
884,10110_6_10_12_17_18_19,31,414461
884,10120_17_18_21,51,58853
884,10170_6_7_8_9_12_18,169,190
884,10190_6_7_9_12_16_17_18_19,440,61059
884,10200_6_9_12_17,143,347
884,10460_18,41,2717
884,10460_21,199,24
884,10490_19_20_21_23_28_29,385,244
884,10500_18,122,8326
884,10510_15_16_17_22_23_24_25,11,137
884,10510_18_21,11,11682
884,10520_17,33,30221
884,10520_18,33,125434
884,10520_21,33,113
884,10550_17,174,4518
884,10550_18,139,129368
884,10550_21_22,333,30140
884,10560_18,140,7459
884,10560_21_22,291,5288
884,10570_18,142,25414
884,10610_18,28,451212
884,10610_8_9_17,27,2493
884,10620_10_19_21_29_31,69,24
884,10620_6_12_17_18,69,115665
884,10640_15_16_17_23_24_27_28,79,1
884,10790_6_9_10_12_16_17_18,84,69393
884,10801_21_22_28,72,813
884,10804_6_12_15_16_17_18_23_24_25,120,2322
884,10810_18_19_21,1140,1
884,10810_6_12_13_17,1978,13
884,10860_13_16_17_18_21_23,22,4
884,11060_18,44,25313
884,11060_20_21_29,79,33
884,11070_17,39,131
884,11150_17,186,10
884,11230_10_18,50,17
884,11240_10_12_17_18_19_21,201,247
884,11250_6_12_13_15_16_17_18_23_24_25_28,117,2085
884,11260_21,50,204470
884,11260_6_12_17_18_28,49,663482
884,11270_10_12_13_17_18,225,328
884,11350_7_8_9_10_12_17_18,81,1
884,11390_21,32,4
884,11450_21,40,4
884,11530_6_10_12_13_17_18_19_21,1024,2
884,11540_18,174,1461
884,11540_6_12_16_17,378,697
884,11590_12_17,379,2220
884,11590_18,174,49910
884,11590_21,180,6338
884,11600_12_17,61,218
884,11600_18,42,55508
884,11600_21,299,23827
884,11610_21,401,3413
884,11660_21,40,98247
885,10080_1_2_3_7,10,97
885,10110_6_10_12_17_18_19,31,25
885,10110_7,56,1474
885,10110_9,27,12092
885,10170_6_7_8_9_12_18,169,42508
885,10180_1_7,65,2
885,10190_6_7_9_12_16_17_18_19,440,3245
885,10270_2_3_7,8,176
885,10270_4_5_6,11,31
885,10280_4_6_7_12,17,2541
885,10300_2_3_4_5_6_7,10,132
885,10310_2_3_4_5_6_12,9,15086
885,10310_7,19,7030
885,10320_2_3_7,25,7
885,10340_4_6_7,68,28
885,10431_2_3_6_7,14,1874
885,10450_1_7_8_9,22,1478
885,10470_8_9,70,1
885,10531_1_7_8_9,14,2590
885,10532_7_9,47,7058
885,10570_12_16,143,37248
885,10600_1_2_7,28,157
885,10610_8_9_17,27,161
885,10620_6_12_17_18,69,36
885,10620_7_9,77,379
885,10650_1_8_9_10,253,63273
885,10790_6_9_10_12_16_17_18,84,474674
885,10800_1_7_8_9,101,295365
885,10803_6_12_15_16_17_18_23_24_25,151,127265
885,10804_6_12_15_16_17_18_23_24_25,120,592190
885,10810_6_12_13_17,1978,22364
885,10810_7_8_9,698,112157
885,11030_6_7_12_13_16_17_23,50,15
885,11060_1_8_9,41,12
885,11230_1_7_8_9,39,20046
885,11240_1_7_8_9,222,196010
885,11250_1_7_8_9_10_19,59,3156422
885,11250_6_12_13_15_16_17_18_23_24_25_28,117,4787
885,11260_1_7_8_9_10_19,31,1373555
885,11260_6_12_17_18_28,49,10919
885,11270_10_12_13_17_18,225,237
885,11270_7_8_9,212,1809
885,11350_7_8_9_10_12_17_18,81,53
885,11390_8_9,35,20
885,11440_12_16_19_28,207,1630
885,11520_2_3_7,35,573
885,11530_6_10_12_13_17_18_19_21,1024,37250
885,11530_7_8_9,1019,906499
885,11540_1_7_8_9,99,64703
885,11540_6_12_16_17,378,32493
885,11581_1_2_7,865,66
885,11582_1_2_7,155,2825
885,11590_8_9,50,85068
885,11600_8_9,80,289
885,11650_1_7_8,54,18987
885,11650_9,18,104
885,11670_1_7_9,56,782
885,11720_7,24,15
885,11730_1_7,497,4
886,10080_1_2_3_7,10,1
886,10110_6_10_12_17_18_19,31,157
886,10110_7,56,15
886,10110_9,27,4431
886,10170_6_7_8_9_12_18,169,17831
886,10190_6_7_9_12_16_17_18_19,440,4
886,10270_2_3_7,8,59
886,10280_4_6_7_12,17,723
886,10310_7,19,958
886,10431_2_3_6_7,14,248
886,10450_1_7_8_9,22,509
886,10531_1_7_8_9,14,1
886,10532_7_9,47,1297
886,10610_18,28,2
886,10610_8_9_17,27,12
886,10620_6_12_17_18,69,2
886,10620_7_9,77,1
886,10650_1_8_9_10,253,296
886,10790_6_9_10_12_16_17_18,84,156213
886,10800_1_7_8_9,101,194677
886,10804_6_12_15_16_17_18_23_24_25,120,44
886,10810_7_8_9,698,186457
886,11060_1_8_9,41,22
886,11230_1_7_8_9,39,177917
886,11240_1_7_8_9,222,2414
886,11250_1_7_8_9_10_19,59,1445237
886,11250_6_12_13_15_16_17_18_23_24_25_28,117,208758
886,11260_1_7_8_9_10_19,31,8018
886,11260_6_12_17_18_28,49,29767
886,11270_7_8_9,212,10
886,11350_7_8_9_10_12_17_18,81,35529
886,11520_2_3_7,35,113
886,11530_7_8_9,1019,1110526
886,11540_1_7_8_9,99,64950
886,11540_18,174,19078
886,11581_1_2_7,865,49
886,11582_1_2_7,155,2770
886,11590_18,174,60461
886,11590_8_9,50,254856
886,11600_18,42,59678
886,11600_8_9,80,22
886,11650_1_7_8,54,123
886,11650_9,18,43
886,11670_1_7_9,56,1
887,10110_6_10_12_17_18_19,31,14
887,10110_9,27,234535
887,10170_6_7_8_9_12_18,169,307662
887,10190_6_7_9_12_16_17_18_19,440,4107
887,10450_1_7_8_9,22,19575
887,10470_8_9,70,16
887,10531_1_7_8_9,14,3061
887,10532_7_9,47,13973
887,10610_18,28,1
887,10610_8_9_17,27,9543
887,10620_7_9,77,26109
887,10650_1_8_9_10,253,95891
887,10790_6_9_10_12_16_17_18,84,2474246
887,10800_1_7_8_9,101,38870
887,10803_6_12_15_16_17_18_23_24_25,151,217
887,10804_6_12_15_16_17_18_23_24_25,120,449
887,10810_18_19_21,1140,1832
887,10810_7_8_9,698,15600
887,11060_1_8_9,41,290
887,11230_1_7_8_9,39,249610
887,11240_1_7_8_9,222,11965
887,11250_1_7_8_9_10_19,59,6012058
887,11250_6_12_13_15_16_17_18_23_24_25_28,117,356140
887,11260_1_7_8_9_10_19,31,1938451
887,11260_6_12_17_18_28,49,9409
887,11270_7_8_9,212,117
887,11350_7_8_9_10_12_17_18,81,109
887,11390_8_9,35,429
887,11530_7_8_9,1019,5258
887,11540_1_7_8_9,99,23239
887,11540_18,174,10537
887,11590_18,174,1009
887,11590_8_9,50,268292
887,11600_18,42,1340
887,11600_8_9,80,20261
887,11610_9_10_19,386,6
887,11650_9,18,2609
887,11660_9_10_19,27,95
887,11670_1_7_9,56,19
888,10080_1_2_3_7,10,5
888,10110_6_10_12_17_18_19,31,18811
888,10110_7,56,25182
888,10110_9,27,815783
888,10170_6_7_8_9_12_18,169,507001
888,10190_6_7_9_12_16_17_18_19,440,213953
888,10270_2_3_7,8,1127
888,10270_4_5_6,11,1
888,10280_4_6_7_12,17,20591
888,10310_2_3_4_5_6_12,9,414
888,10310_7,19,8258
888,10320_2_3_7,25,602
888,10412_1_7,166,4
888,10431_2_3_6_7,14,154
888,10450_1_7_8_9,22,37061
888,10470_8_9,70,18
888,10531_1_7_8_9,14,15101
888,10532_7_9,47,41259
888,10550_1_8_9,120,17
888,10560_1_7_8_9,93,1
888,10570_12_16,143,112743
888,10600_1_2_7,28,1381
888,10610_8_9_17,27,2585
888,10620_6_12_17_18,69,38798
888,10620_7_9,77,46303
888,10650_1_8_9_10,253,268601
888,10790_6_9_10_12_16_17_18,84,15932408
888,10800_1_7_8_9,101,483501
888,10803_6_12_15_16_17_18_23_24_25,151,551929
888,10804_6_12_15_16_17_18_23_24_25,120,1538322
888,10810_6_12_13_17,1978,256964
888,10810_7_8_9,698,752796
888,10870_4_6_12_13_14_15_17_24_25,329,4612
888,11030_6_7_12_13_16_17_23,50,1202
888,11060_1_8_9,41,26202
888,11230_1_7_8_9,39,1891222
888,11240_1_7_8_9,222,566265
888,11250_1_7_8_9_10_19,59,18282659
888,11250_6_12_13_15_16_17_18_23_24_25_28,117,831111
888,11260_1_7_8_9_10_19,31,3114922
888,11260_6_12_17_18_28,49,245496
888,11270_10_12_13_17_18,225,18973
888,11270_7_8_9,212,6320
888,11350_7_8_9_10_12_17_18,81,27465
888,11390_8_9,35,964
888,11400_9,464,596
888,11420_9_10,25,3
888,11440_12_16_19_28,207,5693
888,11520_2_3_7,35,301
888,11530_6_10_12_13_17_18_19_21,1024,61159
888,11530_7_8_9,1019,430833
888,11540_1_7_8_9,99,47705
888,11540_18,174,2351
888,11540_6_12_16_17,378,84683
888,11581_1_2_7,865,23
888,11582_1_2_7,155,526
888,11590_12_17,379,1066
888,11590_18,174,999
888,11590_8_9,50,263197
888,11600_12_17,61,56
888,11600_18,42,441
888,11600_8_9,80,40593
888,11610_9_10_19,386,3
888,11650_1_7_8,54,19063
888,11650_9,18,3903
888,11660_9_10_19,27,3
888,11670_1_7_9,56,9309
888,11720_7,24,1048
888,11730_1_7,497,65
889,10110_6_10_12_17_18_19,31,1167
889,10120_17_18_21,51,450
889,10190_6_7_9_12_16_17_18_19,440,2759
889,10620_6_12_17_18,69,65
889,10640_15_16_17_23_24_27_28,79,11
889,10790_6_9_10_12_16_17_18,84,76602
889,10803_6_12_15_16_17_18_23_24_25,151,7
889,10804_6_12_15_16_17_18_23_24_25,120,41814
889,10810_18_19_21,1140,31681
889,10810_6_12_13_17,1978,46078
889,10860_13_16_17_18_21_23,22,2
889,11150_17,186,1281
889,11230_10_18,50,315
889,11240_10_12_17_18_19_21,201,68
889,11250_6_12_13_15_16_17_18_23_24_25_28,117,536318
889,11260_6_12_17_18_28,49,34922
889,11270_10_12_13_17_18,225,87
889,11350_7_8_9_10_12_17_18,81,499
889,11530_6_10_12_13_17_18_19_21,1024,529961
889,11540_18,174,95071
889,11540_6_12_16_17,378,4851
889,11590_12_17,379,54
889,11590_18,174,2106
889,11600_18,42,65
890,10110_16_23_24,27,51
890,10110_21,110,134259
890,10110_6_10_12_17_18_19,31,12254
890,10120_16_27,51,336
890,10120_17_18_21,51,8622
890,10160_16_23_24_25,127,12
890,10190_6_7_9_12_16_17_18_19,440,36715
890,10460_21,199,101
890,10490_19_20_21_23_28_29,385,530
890,10500_18,122,31
890,10510_18_21,11,13
890,10520_16_23_24,33,26
890,10520_18,33,127
890,10550_16_23_24,208,1
890,10550_21_22,333,36232
890,10560_21_22,291,4798
890,10570_18,142,13
890,10610_18,28,412
890,10620_10_19_21_29_31,69,9
890,10620_16_23,64,307
890,10620_6_12_17_18,69,775
890,10640_15_16_17_23_24_27_28,79,1
890,10790_6_9_10_12_16_17_18,84,65906
890,10801_21_22_28,72,2195
890,10804_6_12_15_16_17_18_23_24_25,120,6527
890,10810_18_19_21,1140,22561
890,10860_13_16_17_18_21_23,22,129
890,11020_13_15_16_23_24,65,1
890,11060_18,44,2280
890,11060_20_21_29,79,28
890,11071_16,42,317
890,11072_16,39,50
890,11150_17,186,54
890,11230_10_18,50,39
890,11240_10_12_17_18_19_21,201,40
890,11250_6_12_13_15_16_17_18_23_24_25_28,117,1170612
890,11260_21,50,776036
890,11260_6_12_17_18_28,49,2165842
890,11261_16_23_24,49,1518
890,11270_10_12_13_17_18,225,212
890,11270_16_23_24_25,105,108
890,11270_21,217,7
890,11350_7_8_9_10_12_17_18,81,9
890,11390_21,32,71
890,11450_21,40,22
890,11460_15_16_23_24_25_28,10,1
890,11530_6_10_12_13_17_18_19_21,1024,9424
890,11540_18,174,532308
890,11540_6_12_16_17,378,11859
890,11590_12_17,379,34
890,11590_16_23_24_26,61,75
890,11590_18,174,32028
890,11590_21,180,25534
890,11600_18,42,1573
890,11600_21,299,198351
890,11610_21,401,6433
890,11660_21,40,19545
891,10080_1_2_3_7,10,10
891,10110_6_10_12_17_18_19,31,817965
891,10110_7,56,20073
891,10110_9,27,1086838
891,10120_17_18_21,51,380
891,10170_6_7_8_9_12_18,169,161086
891,10190_6_7_9_12_16_17_18_19,440,212237
891,10200_6_9_12_17,143,9521
891,10270_2_3_7,8,273
891,10280_4_6_7_12,17,13931
891,10310_2_3_4_5_6_12,9,22
891,10310_7,19,2068
891,10320_2_3_7,25,1423
891,10330_3_6_7,258,7
891,10412_1_7,166,98
891,10431_2_3_6_7,14,13
891,10450_1_7_8_9,22,57596
891,10460_1_7_9,64,4955
891,10460_18,41,57516
891,10470_8_9,70,37
891,10500_18,122,1
891,10520_12,33,1
891,10520_17,33,17
891,10520_18,33,605
891,10531_1_7_8_9,14,987
891,10532_7_9,47,9149
891,10550_1_8_9,120,33792
891,10550_17,174,15
891,10550_18,139,66677
891,10560_1_7_8_9,93,9
891,10560_18,140,179
891,10570_12_16,143,7026
891,10570_18,142,30976
891,10600_1_2_7,28,214
891,10610_18,28,188931
891,10610_8_9_17,27,49606
891,10620_6_12_17_18,69,175132
891,10620_7_9,77,159557
891,10650_1_8_9_10,253,435
891,10790_6_9_10_12_16_17_18,84,4278696
891,10800_1_7_8_9,101,11906
891,10803_6_12_15_16_17_18_23_24_25,151,756
891,10804_6_12_15_16_17_18_23_24_25,120,144827
891,10810_18_19_21,1140,334
891,10810_6_12_13_17,1978,9787
891,10810_7_8_9,698,42875
891,10860_13_16_17_18_21_23,22,80699
891,11030_6_7_12_13_16_17_23,50,39
891,11040_17,50,3
891,11060_1_8_9,41,10180
891,11060_18,44,47329
891,11150_17,186,36
891,11230_1_7_8_9,39,45451
891,11230_10_18,50,1121
891,11240_1_7_8_9,222,43018
891,11240_10_12_17_18_19_21,201,8896
891,11250_1_7_8_9_10_19,59,583689
891,11250_6_12_13_15_16_17_18_23_24_25_28,117,83571
891,11260_1_7_8_9_10_19,31,2317192
891,11260_6_12_17_18_28,49,2354316
891,11270_10_12_13_17_18,225,15731
891,11270_7_8_9,212,1649
891,11350_7_8_9_10_12_17_18,81,5802
891,11390_8_9,35,4843
891,11400_9,464,8460
891,11440_12_16_19_28,207,1416
891,11450_9_10_19,32,6055
891,11520_2_3_7,35,52
891,11530_6_10_12_13_17_18_19_21,1024,277
891,11530_7_8_9,1019,7882
891,11540_1_7_8_9,99,4051
891,11540_18,174,44612
891,11540_6_12_16_17,378,35051
891,11582_1_2_7,155,69
891,11590_12_17,379,456
891,11590_18,174,235555
891,11590_8_9,50,94865
891,11600_12_17,61,95
891,11600_18,42,66630
891,11600_8_9,80,73998
891,11610_9_10_19,386,137
891,11650_1_7_8,54,1669
891,11650_9,18,421
891,11660_9_10_19,27,159
891,11670_1_7_9,56,35
891,11720_7,24,679
892,10110_6_10_12_17_18_19,31,10571
892,10110_9,27,153974
892,10170_6_7_8_9_12_18,169,4249
892,10190_6_7_9_12_16_17_18_19,440,2402
892,10200_6_9_12_17,143,23
892,10450_1_7_8_9,22,20717
892,10460_1_7_9,64,1801
892,10460_18,41,103923
892,10470_8_9,70,1080
892,10510_18_21,11,1019
892,10520_18,33,3
892,10531_1_7_8_9,14,20
892,10532_7_9,47,435
892,10550_1_8_9,120,17148
892,10550_18,139,49199
892,10560_1_7_8_9,93,292
892,10570_18,142,23182
892,10610_18,28,51131
892,10610_8_9_17,27,7289
892,10620_6_12_17_18,69,5832
892,10620_7_9,77,17344
892,10790_6_9_10_12_16_17_18,84,6451
892,10800_1_7_8_9,101,113
892,10804_6_12_15_16_17_18_23_24_25,120,359
892,10860_13_16_17_18_21_23,22,514
892,11060_1_8_9,41,6995
892,11060_18,44,240
892,11230_1_7_8_9,39,5455
892,11230_10_18,50,1
892,11240_1_7_8_9,222,2719
892,11240_10_12_17_18_19_21,201,44
892,11250_1_7_8_9_10_19,59,163
892,11250_6_12_13_15_16_17_18_23_24_25_28,117,39
892,11260_1_7_8_9_10_19,31,55245
892,11260_6_12_17_18_28,49,35161
892,11270_10_12_13_17_18,225,60
892,11270_7_8_9,212,9
892,11390_8_9,35,366
892,11400_9,464,65861
892,11450_9_10_19,32,1
892,11530_7_8_9,1019,1
892,11540_18,174,1
892,11590_18,174,6739
892,11590_8_9,50,4380
892,11600_18,42,4368
892,11600_8_9,80,8925
892,11610_9_10_19,386,151
892,11650_9,18,6
892,11660_9_10_19,27,477
893,10110_9,27,3452
893,10170_6_7_8_9_12_18,169,1343
893,10190_6_7_9_12_16_17_18_19,440,23
893,10450_1_7_8_9,22,27
893,10532_7_9,47,152
893,10620_7_9,77,4
893,10650_1_8_9_10,253,2
893,10790_6_9_10_12_16_17_18,84,20311
893,10800_1_7_8_9,101,118766
893,10803_6_12_15_16_17_18_23_24_25,151,119382
893,10804_6_12_15_16_17_18_23_24_25,120,317
893,10810_6_12_13_17,1978,69
893,10810_7_8_9,698,462571
893,11060_1_8_9,41,46
893,11230_1_7_8_9,39,17498
893,11250_1_7_8_9_10_19,59,1022075
893,11260_1_7_8_9_10_19,31,4075
893,11270_10_12_13_17_18,225,2876
893,11350_7_8_9_10_12_17_18,81,5
893,11400_9,464,1
893,11530_6_10_12_13_17_18_19_21,1024,6495
893,11530_7_8_9,1019,771102
893,11540_1_7_8_9,99,25822
893,11540_6_12_16_17,378,14752
893,11590_8_9,50,1832
893,11600_8_9,80,3659
893,11650_9,18,35
894,10170_6_7_8_9_12_18,169,1699
894,10280_4_6_7_12,17,26
894,10310_7,19,28
894,10431_2_3_6_7,14,50
894,10532_7_9,47,4
894,10650_1_8_9_10,253,1715
894,10790_6_9_10_12_16_17_18,84,4
894,10800_1_7_8_9,101,22666
894,10810_7_8_9,698,80
894,11230_1_7_8_9,39,1196
894,11240_1_7_8_9,222,199
894,11250_1_7_8_9_10_19,59,4865
894,11260_1_7_8_9_10_19,31,44
894,11520_2_3_7,35,4
894,11530_7_8_9,1019,17194
894,11540_1_7_8_9,99,25187
894,11581_1_2_7,865,2
894,11582_1_2_7,155,1748
894,11590_8_9,50,12254
894,11650_1_7_8,54,86
895,10140_4_5,8,420
895,10190_4,203,58
895,10270_4_5_6,11,48
895,10810_6_12_13_17,1978,1
895,10820_4_13,399,101629
895,10870_4_6_12_13_14_15_17_24_25,329,631301
895,10910_13_14,104,601
895,10920_4,150,2646
895,10970_4_5,79,19296
895,10990_4,81,68
895,11050_4_5,50,85
895,11080_4_5_13_14_15_24_25,81,40183
895,11090_4_13,1284,13699
895,11100_4,51,94701
895,11130_4,13,6
895,11140_4_5,12,3470
895,11180_4,16,456
895,11280_2_3_4,110,2
895,11350_13_14,119,32
895,11450_13,32,1
895,11520_4_5,43,1156
895,11550_13_14,23,69
895,11550_4,23,69
895,11552_13_14_15,735,13722
896,10140_4_5,8,4459
896,10190_13_14,157,3001
896,10190_4,203,11440
896,10270_4_5_6,11,1467
896,10280_4_6_7_12,17,86
896,10290_2_3_4_5_6_7_12,8,2
896,10540_13_14,15,1
896,10800_13_14,111,82
896,10820_4_13,399,394002
896,10870_4_6_12_13_14_15_17_24_25,329,237794
896,10910_13_14,104,12308
896,10920_4,150,2857
896,10970_4_5,79,48142
896,10980_4,39,5
896,10990_4,81,33
896,11050_4_5,50,660
896,11080_4_5_13_14_15_24_25,81,174821
896,11090_4_13,1284,2699
896,11100_4,51,430495
896,11120_4_5,11,242
896,11130_4,13,6
896,11140_4_5,12,18
896,11180_4,16,13717
896,11290_4_5,4,3
896,11350_13_14,119,7
896,11520_4_5,43,7949
896,11540_13,68,9
896,11550_4,23,1164
896,11552_13_14_15,735,5714
897,10140_4_5,8,2
897,10800_13_14,111,23
897,10810_6_12_13_17,1978,1209
897,10820_4_13,399,61789
897,10870_4_6_12_13_14_15_17_24_25,329,262851
897,10920_4,150,7757
897,10970_4_5,79,51
897,11050_4_5,50,164
897,11080_4_5_13_14_15_24_25,81,140
897,11090_4_13,1284,23854
897,11100_4,51,5140
897,11180_4,16,8
897,11350_13_14,119,222
897,11520_4_5,43,810
897,11550_13_14,23,929
897,11550_4,23,950
897,11552_13_14_15,735,2385
898,10800_13_14,111,105395
898,10810_6_12_13_17,1978,19608
898,10870_4_6_12_13_14_15_17_24_25,329,549628
898,10900_14,513,18978
898,11090_14,1056,6628
898,11090_4_13,1284,340026
898,11270_10_12_13_17_18,225,262
898,11350_13_14,119,15408
898,11550_13_14,23,1965
898,11552_13_14_15,735,991
899,10140_4_5,8,1
899,10540_13_14,15,1
899,10800_13_14,111,2
899,10810_6_12_13_17,1978,1277
899,10820_4_13,399,34480
899,10870_4_6_12_13_14_15_17_24_25,329,470452
899,10920_4,150,11770
899,10970_4_5,79,322
899,11030_6_7_12_13_16_17_23,50,1
899,11080_4_5_13_14_15_24_25,81,11
899,11090_4_13,1284,332020
899,11100_4,51,263
899,11180_4,16,4
899,11350_13_14,119,1929
899,11450_13,32,10
899,11520_4_5,43,132
899,11550_13_14,23,23722
899,11550_4,23,2
899,11552_13_14_15,735,18236
899,11630_3_4_5,11,1
900,10190_13_14,157,25
900,10800_13_14,111,19008
900,10810_6_12_13_17,1978,1188823
900,10820_4_13,399,11304
900,10870_4_6_12_13_14_15_17_24_25,329,150974
900,11030_6_7_12_13_16_17_23,50,6
900,11090_4_13,1284,402822
900,11350_13_14,119,1817
900,11450_13,32,1
900,11520_4_5,43,18
900,11550_13_14,23,439155
900,11550_4,23,30
900,11552_13_14_15,735,34230
900,11630_3_4_5,11,163
901,10190_13_14,157,9
901,10540_13_14,15,157
901,10800_13_14,111,75337
901,10810_6_12_13_17,1978,104
901,10870_4_6_12_13_14_15_17_24_25,329,1756068
901,10900_14,513,124005
901,11030_6_7_12_13_16_17_23,50,1
901,11040_13_14_25,77,2
901,11080_4_5_13_14_15_24_25,81,797
901,11090_14,1056,6788
901,11090_4_13,1284,85220
901,11350_13_14,119,26178
901,11540_13,68,30
901,11550_13_14,23,1181952
901,11552_13_14_15,735,45119
902,10810_6_12_13_17,1978,344
902,10870_4_6_12_13_14_15_17_24_25,329,8475
902,11090_4_13,1284,609
902,11552_13_14_15,735,105
903,10800_13_14,111,28545
903,10810_6_12_13_17,1978,190
903,10820_14,406,325
903,10820_4_13,399,47471
903,10870_4_6_12_13_14_15_17_24_25,329,5394013
903,10900_14,513,3806965
903,10910_13_14,104,19569
903,11040_13_14_25,77,39
903,11080_4_5_13_14_15_24_25,81,59
903,11090_14,1056,22260
903,11090_4_13,1284,1492464
903,11210_14,8,2346
903,11350_13_14,119,2265
903,11450_13,32,1
903,11530_6_10_12_13_17_18_19_21,1024,16
903,11540_13,68,10
903,11550_13_14,23,65623
903,11552_13_14_15,735,413647
